1.0, 106.66666666666667, 1.953790125, 0.004944847733689583, 1.95057290780283, 1.95700734219717
1954640000, 1953482000, 1957803000, 1947272000, 1961472000, 1949322000, 1949351000, 1953461000, 1945231000, 1959208000, 1953560000, 1949496000, 1961707000, 1957615000, 1957662000, 1949360000
