1.0, 60.0, 0.843628625, 0.2740901611174707, 0.7037650310782523, 0.9834922189217478
722744000, 716839000, 724461000, 720955000, 724705000, 724506000, 1441499000, 1457830000, 716545000, 720503000, 722745000, 716507000, 725656000, 720368000, 716827000, 1457817000, 720571000, 716368000, 720673000, 724564000, 724958000, 728732000, 712283000, 1468431000
