1.0, 1.5, 0.20688716666666665, 0.00491307322072674, 0.20467873266159137, 0.20909560067174193
214657000, 196064000, 210980000, 204763000, 212983000, 212086000, 208566000, 206704000, 208514000, 212989000, 204580000, 204449000, 212766000, 212687000, 208538000, 205192000, 204344000, 202073000, 208607000, 200513000, 208427000, 200820000, 212387000, 204621000, 204645000, 200350000, 213933000, 200448000, 208647000, 200282000
