1.0, 90.0, 1.129286611111111, 0.004066293413729906, 1.1268263728959897, 1.1317468493262324
1123504000, 1134190000, 1130786000, 1125898000, 1130082000, 1130562000, 1125738000, 1138419000, 1134314000, 1134439000, 1126403000, 1129974000, 1126111000, 1122576000, 1127693000, 1126340000, 1130058000, 1130072000
