1.0, 15.0, 0.3283661333333333, 0.1350919992249068, 0.2676420709189416, 0.389090195747725
278515000, 282195000, 581497000, 274230000, 278130000, 274222000, 284081000, 282475000, 270762000, 274595000, 282050000, 274103000, 279741000, 282520000, 282703000, 282545000, 282247000, 278211000, 282562000, 552699000, 278182000, 278360000, 282285000, 274049000, 282515000, 274414000, 582237000, 880558000, 276192000, 282109000
