1.0, 15.0, 0.2805569333333333, 0.004738772906800053, 0.278426847588721, 0.28268701907794563
271827000, 275365000, 282398000, 283488000, 274121000, 274274000, 282172000, 274308000, 282295000, 284605000, 282634000, 286370000, 286371000, 282628000, 275777000, 282524000, 288046000, 287472000, 277954000, 278124000, 278358000, 276741000, 278180000, 274242000, 283389000, 282412000, 274062000, 286407000, 283796000, 286368000
