1.0, 1.5, 0.20629653333333334, 0.003909371174782746, 0.20453926494896876, 0.2080538017176979
210948000, 204159000, 200491000, 212771000, 200654000, 208631000, 204301000, 208584000, 205435000, 200348000, 208888000, 202453000, 204765000, 212645000, 202859000, 208692000, 212411000, 200387000, 204625000, 209990000, 205951000, 208823000, 204544000, 205326000, 204644000, 208443000, 200522000, 212739000, 209179000, 204688000
