1.0, 70.0, 0.7211840714285714, 0.004324724135946802, 0.719163176275557, 0.7232049665815858
729294000, 720643000, 724563000, 720576000, 720860000, 724913000, 720464000, 716520000, 714099000, 716558000, 716372000, 720808000, 716402000, 725749000, 721856000, 720685000, 720494000, 728821000, 724778000, 717125000, 720734000, 720543000, 720771000, 718062000, 728699000, 716776000, 716321000, 729668000
