1.0, 97.5, 1.541402923076923, 0.004916853410019594, 1.537746873525271, 1.545058972628575
1538243000, 1531611000, 1539968000, 1539847000, 1552967000, 1539105000, 1539868000, 1543758000, 1539714000, 1539855000, 1548037000, 1541093000, 1544172000
