0.9333333333333333, 1.4, 0.6568717333333334, 0.41990302270944524, 0.46812467573335226, 0.8456187909333145
1169459000, 212726000, 204762000, 673058000, 1552818000, 1052389000, 202302000, 1420683000, 229475000, 204336000, 206748000, 410183000, 663152000, 1560291000, 761373000, 896718000, 406655000, 650656000, 1134542000, 663245000, 1072875000, 200339000, 446290000, 208474000, 431154000, 411066000, 697357000, 200575000, 896763000, 865688000
