1.0, 97.5, 1.540108, 0.003903017511145407, 1.537205813534031, 1.543010186465969
1544800000, 1541949000, 1535846000, 1539886000, 1544602000, 1535749000, 1540993000, 1539935000, 1543612000, 1536583000, 1541842000, 1531636000, 1543971000
