0.8, 8.0, 1.0060496, 0.6221240845000617, 0.6527791111404244, 1.3593200888595758
555573000, 586257000, 278222000, 276631000, 1564249000, 274144000, 888395000, 1920828000, 2121035000, 331655000, 1920747000, 376455000, 1543842000, 861306000, 1859311000, 1420979000, 1289959000, 896736000, 589404000, 565264000
