1.0, 97.5, 1.5410652307692307, 0.004237390073978706, 1.5379144132059952, 1.5442160483324663
1548495000, 1544015000, 1543932000, 1543808000, 1542012000, 1534819000, 1534070000, 1546452000, 1537693000, 1537809000, 1537432000, 1541802000, 1541509000
