1.0, 15.0, 0.2779967666666667, 0.004710656816788458, 0.27587931914796343, 0.2801142141853699
285648000, 274193000, 278354000, 272240000, 276159000, 274352000, 278807000, 282247000, 286656000, 271845000, 278347000, 274423000, 278166000, 274218000, 286491000, 274096000, 278037000, 274627000, 286235000, 275795000, 278386000, 280621000, 274239000, 274064000, 284136000, 273957000, 270714000, 278160000, 278404000, 286286000
