1.0, 90.0, 1.1307800555555556, 0.0048064566351734075, 1.1278719948009504, 1.1336881163101609
1127054000, 1126277000, 1130026000, 1138690000, 1134229000, 1133824000, 1130480000, 1138310000, 1138379000, 1134064000, 1134592000, 1125924000, 1130043000, 1130522000, 1127615000, 1121946000, 1126358000, 1125708000
