1.0, 90.0, 1.1311085555555556, 0.004453377734586814, 1.1284141188845551, 1.133802992226556
1132041000, 1126180000, 1130037000, 1134341000, 1128449000, 1136223000, 1134269000, 1134315000, 1130148000, 1130133000, 1126161000, 1125924000, 1126390000, 1138399000, 1121716000, 1134443000, 1136402000, 1134383000
