1.0, 110.0, 1.9481717272727272, 0.004706874162346523, 1.9442494521067897, 1.9520940024386648
1953083000, 1957954000, 1945901000, 1949539000, 1941389000, 1945681000, 1950766000, 1949510000, 1945064000, 1941488000, 1949514000
