1.0, 110.0, 1.9533555454545455, 0.00383840588037265, 1.9501569717212999, 1.956554119187791
1955175000, 1953288000, 1959219000, 1951447000, 1949456000, 1953786000, 1953143000, 1950877000, 1949429000, 1949457000, 1961634000
