1.0, 97.5, 1.5418540769230769, 0.005028521383247281, 1.5381149938519345, 1.5455931599942192
1546419000, 1539877000, 1547767000, 1544062000, 1543764000, 1548067000, 1540032000, 1543394000, 1545404000, 1529207000, 1539842000, 1535693000, 1540575000
