1.0, 70.0, 0.7225405714285714, 0.005070408404434016, 0.7201712263683504, 0.7249099164887924
723020000, 720518000, 717175000, 728729000, 724661000, 725355000, 728745000, 720641000, 716803000, 724585000, 724383000, 716875000, 728478000, 719081000, 720409000, 716423000, 729107000, 721769000, 713455000, 712614000, 728796000, 721533000, 728611000, 724817000, 720565000, 728788000, 729012000, 716188000
