1.0, 1.5, 0.20576793333333335, 0.0043881302163399334, 0.2037954620199443, 0.2077404046467224
210969000, 200484000, 204652000, 200505000, 200418000, 209917000, 204374000, 200830000, 208115000, 204545000, 200584000, 212799000, 212522000, 213025000, 200291000, 204896000, 205594000, 210079000, 200581000, 206972000, 204615000, 204421000, 208490000, 208663000, 200396000, 205019000, 213787000, 204437000, 210414000, 200644000
