1.0, 97.5, 1.5412128461538463, 0.0040717964443257315, 1.538185159883119, 1.5442405324245736
1539692000, 1539837000, 1537165000, 1544186000, 1539834000, 1544697000, 1539890000, 1536831000, 1546377000, 1535555000, 1537991000, 1543826000, 1549886000
