1.0, 15.0, 0.2792392666666667, 0.0048651754674306335, 0.27705236277571627, 0.28142617055761715
285068000, 280370000, 282493000, 283493000, 278500000, 269894000, 282479000, 283583000, 282077000, 280898000, 277942000, 274429000, 279067000, 278329000, 278251000, 282183000, 283875000, 282244000, 270269000, 282164000, 286557000, 275378000, 273879000, 270234000, 286411000, 278285000, 286534000, 274245000, 274198000, 273849000
