1.0, 110.0, 1.9469884545454545, 0.0030069041271301063, 1.9444827777464984, 1.9494941313444107
1946619000, 1953156000, 1949493000, 1945198000, 1945211000, 1949317000, 1949243000, 1946345000, 1945733000, 1941202000, 1945356000
