1.0, 97.5, 1.5396411538461536, 0.004337576101680503, 1.5364158404517196, 1.5428664672405876
1543415000, 1541297000, 1535668000, 1547580000, 1535835000, 1533589000, 1535972000, 1541521000, 1543765000, 1535605000, 1535823000, 1545363000, 1539902000
