1.0, 110.0, 1.9526783636363638, 0.004143208512356034, 1.9492257954786432, 1.9561309317940845
1950463000, 1953562000, 1957551000, 1949126000, 1953408000, 1949767000, 1957354000, 1945082000, 1959471000, 1949531000, 1954147000
