1.0, 15.0, 0.2981663333333333, 0.0725813971792283, 0.26554088313848107, 0.33079178352818556
281258000, 282313000, 278684000, 270076000, 274220000, 565161000, 286380000, 274032000, 274444000, 276466000, 282672000, 274666000, 278322000, 282162000, 282446000, 283563000, 573200000, 278415000, 282556000, 270743000, 282549000, 274240000, 273962000, 278402000, 287356000, 286660000, 282166000, 274482000, 274652000, 278742000
