1.0, 1.5, 0.26713106666666664, 0.18025576298395812, 0.18610582264930228, 0.34815631068403097
208031000, 208330000, 200551000, 204584000, 208527000, 434857000, 409369000, 212964000, 208567000, 204539000, 212626000, 212676000, 208916000, 208504000, 429611000, 204914000, 204562000, 200359000, 204528000, 204499000, 212630000, 200776000, 200315000, 209270000, 1146739000, 446206000, 200438000, 204431000, 200601000, 201012000
