1.0, 90.0, 1.1305502222222223, 0.005717876058230359, 1.1270907234215979, 1.1340097210228468
1138189000, 1139788000, 1125788000, 1126157000, 1126183000, 1127478000, 1129787000, 1126305000, 1138593000, 1138027000, 1132423000, 1125844000, 1122123000, 1130148000, 1126105000, 1138716000, 1134013000, 1124237000
