1.0, 1.5, 0.2068219, 0.004934250090608164, 0.2046039469591876, 0.2090398530408124
202964000, 212943000, 200361000, 208765000, 213369000, 200687000, 212657000, 202756000, 201571000, 204668000, 208815000, 212534000, 201705000, 213078000, 209718000, 201567000, 208818000, 200549000, 208320000, 208845000, 208854000, 216397000, 200703000, 212678000, 201931000, 200341000, 204607000, 206771000, 204653000, 213032000
