1.0, 90.0, 1.1312068333333332, 0.004328296036933394, 1.12858807510982, 1.1338255915568463
1135913000, 1125958000, 1138555000, 1138410000, 1134304000, 1130062000, 1138397000, 1130398000, 1125965000, 1126053000, 1130206000, 1126380000, 1134413000, 1130180000, 1130220000, 1130078000, 1130032000, 1126199000
