1.0, 90.0, 1.1320958333333333, 0.005159860638191264, 1.1289739517977029, 1.1352177148689637
1128728000, 1129936000, 1126304000, 1130509000, 1142162000, 1138419000, 1138489000, 1136101000, 1133911000, 1126792000, 1126172000, 1133881000, 1125911000, 1127010000, 1125774000, 1138711000, 1134113000, 1134802000
