1.0, 1.5, 0.2058228, 0.0049093930677155334, 0.20361602022939035, 0.20802957977060965
212954000, 204527000, 204647000, 200454000, 213161000, 198378000, 212611000, 200325000, 204635000, 208911000, 205802000, 200884000, 209265000, 200632000, 200352000, 200474000, 212890000, 208343000, 212817000, 212632000, 204712000, 200411000, 204878000, 198159000, 208695000, 204468000, 202467000, 212935000, 208517000, 204748000
