1.0, 67.5, 0.7497895555555556, 0.137423574037659, 0.6842367885532354, 0.8153423225578758
715213000, 716504000, 728947000, 716605000, 729784000, 726030000, 728832000, 724590000, 716524000, 716567000, 728880000, 718780000, 720669000, 720621000, 720473000, 1450072000, 720289000, 724937000, 716425000, 716264000, 725005000, 724889000, 728563000, 726291000, 729107000, 728589000, 724868000
