1.0, 15.0, 0.27993013333333333, 0.005298590534178772, 0.27754840870010683, 0.28231185796655983
281172000, 286613000, 274013000, 276184000, 282439000, 270435000, 282335000, 286206000, 286802000, 274931000, 274087000, 286561000, 269893000, 278511000, 286399000, 274200000, 278267000, 286646000, 278074000, 286590000, 274298000, 282115000, 278079000, 278627000, 286584000, 278421000, 282581000, 276454000, 274089000, 286298000
