1.0, 70.0, 0.7207438214285714, 0.005076464152295455, 0.7183716465851974, 0.7231159962719454
721077000, 724708000, 716079000, 716558000, 720674000, 716626000, 722871000, 724621000, 728970000, 726288000, 720608000, 724579000, 728902000, 717067000, 718318000, 720723000, 716418000, 728695000, 714402000, 726295000, 729215000, 720761000, 720774000, 716642000, 712932000, 712865000, 720549000, 712610000
