1.0, 110.0, 1.9498947272727272, 0.0045157386406959365, 1.9461317268364808, 1.9536577277089735
1945309000, 1949323000, 1945151000, 1953566000, 1945091000, 1945389000, 1950215000, 1947039000, 1957990000, 1954954000, 1954815000
