1.0, 70.0, 0.7207989642857142, 0.005693559240067066, 0.7181384278191187, 0.7234595007523097
727309000, 712405000, 724793000, 729503000, 712815000, 728956000, 716273000, 716574000, 716560000, 728819000, 716614000, 720639000, 720610000, 716317000, 720506000, 728930000, 728830000, 716391000, 720744000, 720926000, 716153000, 720737000, 720449000, 712556000, 725778000, 720906000, 711982000, 729296000
